"","No","Nama Sekolah","NPSN","BP","Status","Last Sync","Jml Sync","PD","Rombel","Guru","Pegawai","R. Kelas","R. Lab","R. Perpus","sumber"
"2570","81","PAUD MANDIRI","69869164","KB","Swasta","22 Jan 2022 18:13:39",3,37,3,3,3,1,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2571","82","PAUD MAWAR I","69869152","KB","Swasta","06 Feb 2022 12:14:08",3,64,3,2,1,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2572","83","PAUD MIFTAHUL HUDA","69869139","KB","Swasta","28 Jan 2022 12:40:37",4,43,2,2,0,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2573","84","PAUD NURUL FALAH","70008738","KB","Swasta","09 Feb 2022 12:46:12",1,13,1,1,1,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2574","85","PAUD RABBANI","69938786","KB","Swasta","-",0,0,0,0,0,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2575","86","PAUD RAHAYU","70008745","KB","Swasta","30 Jan 2022 20:19:42",5,35,2,2,2,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2576","87","PAUD RIYADLUL JANNAH","69938787","KB","Swasta","26 Jan 2022 23:02:08",5,36,2,3,3,1,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2577","88","PAUD SINAR HATI","69909024","KB","Swasta","17 Mar 2022 17:22:39",22,69,4,3,2,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2578","89","Paud Taam Harapan Bunda","69869165","KB","Swasta","09 Mar 2022 14:00:25",6,45,3,3,1,2,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2579","90","PAUD TUNAS VIGNOLIA","69869146","KB","Swasta","29 Jan 2022 14:10:09",5,33,4,4,2,5,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2580","91","PAUD WIRNA","69942852","KB","Swasta","09 Mar 2022 09:16:32",9,55,4,6,2,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2581","92","PELITA","69869159","KB","Swasta","21 Feb 2022 20:02:45",1,40,3,3,1,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2582","93","PAUD ADINDA","69869965","SPS","Swasta","25 Feb 2022 08:18:36",5,48,2,2,1,1,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2583","94","PAUD AL-MULK","69869972","SPS","Swasta","25 Jan 2022 07:58:13",2,16,2,3,1,1,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2584","95","PAUD ALHASANAH","69869967","SPS","Swasta","11 Mar 2022 11:49:10",4,51,3,4,2,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2585","96","PAUD ANNADHIRAH","69869962","SPS","Swasta","09 Mar 2022 12:38:41",8,50,3,3,0,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2586","97","PAUD ANNUR","69869963","SPS","Swasta","15 Mar 2022 15:54:28",7,63,2,2,1,1,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2587","98","PAUD AR-RAIHAN","69869958","SPS","Swasta","31 Jan 2022 01:13:26",6,63,2,4,1,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2588","99","PAUD MEKAR","69869957","SPS","Swasta","09 Mar 2022 15:17:43",10,54,2,5,1,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2589","100","PAUD MELATI II","69869969","SPS","Swasta","12 Mar 2022 13:31:07",3,42,2,1,1,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2590","101","PAUD MELATI III","69869971","SPS","Swasta","01 Mar 2022 13:37:49",28,76,3,5,1,1,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2591","102","PAUD NUR AL-BAROKAH","69869959","SPS","Swasta","24 Jan 2022 17:52:11",2,50,2,2,1,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2592","103","PAUD RIYADLUL MUBTADI IN","69869964","SPS","Swasta","01 Mar 2022 13:54:11",5,21,2,2,2,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2593","104","PAUD SEROJA","69869966","SPS","Swasta","12 Feb 2022 19:54:11",3,29,3,3,1,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2594","105","PAUD TONGKOL MELATI IV","69869968","SPS","Swasta","17 Feb 2022 06:14:31",19,38,2,4,1,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2595","106","PAUD TUNA MELATI V","69869970","SPS","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2596","107","POS PAUD NURUL QUR ANI","69869961","SPS","Swasta","07 Mar 2022 21:43:44",15,13,2,2,2,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2597","108","SD N BALEKAMBANG 01","20201191","SD","Negeri","17 Mar 2022 23:09:01",7,133,6,7,0,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2598","109","SD N BALEKAMBANG 03","20201189","SD","Negeri","01 Feb 2022 00:19:06",3,259,7,8,0,8,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2599","110","SD N BENDUNGAN","20201436","SD","Negeri","11 Mar 2022 23:22:22",11,150,6,7,1,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2600","111","SD N CIBODAS 01","20200976","SD","Negeri","09 Mar 2022 09:46:47",13,87,6,6,1,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2601","112","SD N CIBODAS 02","20200975","SD","Negeri","10 Mar 2022 09:55:53",11,160,6,7,2,5,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2602","113","SD N DAYEUH","20201826","SD","Negeri","16 Mar 2022 12:19:51",11,279,6,7,2,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2603","114","SD N JONGGOL 01","20201501","SD","Negeri","02 Mar 2022 09:15:10",16,186,6,9,2,7,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2604","115","SD N JONGGOL 03","20201492","SD","Negeri","06 Feb 2022 22:42:07",8,239,6,6,3,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2605","116","SD N JONGGOL 04","20201493","SD","Negeri","16 Mar 2022 11:36:00",9,298,9,10,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2606","117","SD N JONGGOL 06","20201495","SD","Negeri","15 Mar 2022 06:29:14",13,192,6,6,2,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2607","118","SD N MALATI","20200374","SD","Negeri","17 Mar 2022 08:54:13",10,279,9,10,1,9,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2608","119","SD N MENGKER","20200327","SD","Negeri","09 Feb 2022 11:01:52",7,259,6,7,3,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2609","120","SD N RAWEUY","20200143","SD","Negeri","08 Mar 2022 20:13:28",10,293,6,3,2,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2610","121","SD N SATUS","20200271","SD","Negeri","22 Dec 2021 22:50:37",0,0,0,5,1,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2611","122","SD N SINGAJAYA 03","20200268","SD","Negeri","16 Mar 2022 22:28:07",7,111,6,6,0,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2612","123","SD N SINGAJAYA 04","20200215","SD","Negeri","26 Jan 2022 10:45:19",5,208,6,4,1,7,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2613","124","SD N SINGAJAYA 06","20200231","SD","Negeri","07 Mar 2022 18:54:56",10,87,6,3,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2614","125","SD N SINGASARI 03","20200233","SD","Negeri","06 Mar 2022 11:49:56",7,637,18,16,2,18,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2615","126","SD N SIRNAGALIH 02","20200218","SD","Negeri","15 Mar 2022 22:28:30",11,186,6,5,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2616","127","SD N SODONG 01","20200262","SD","Negeri","13 Mar 2022 22:31:39",17,286,8,7,1,8,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2617","128","SD N SODONG 02","20200263","SD","Negeri","14 Mar 2022 11:05:59",11,357,11,8,2,11,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2618","129","SD N SUKAMAJU 01","20200800","SD","Negeri","17 Mar 2022 11:03:22",12,375,12,10,4,12,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2619","130","SD N SUKAMAJU 03","20200804","SD","Negeri","16 Mar 2022 06:45:37",14,116,6,7,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2620","131","SD N SUKAMAJU 04","20200806","SD","Negeri","28 Feb 2022 21:47:21",26,428,12,10,2,12,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2621","132","SD N SUKAMAJU 06","20200807","SD","Negeri","31 Jan 2022 09:18:49",8,194,6,6,2,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2622","133","SD N SUKAMANAH 02","20200846","SD","Negeri","07 Mar 2022 09:05:13",10,215,7,8,2,7,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2623","134","SD N SUKANAGARA 01","20200828","SD","Negeri","06 Feb 2022 12:49:28",2,261,6,6,1,8,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2624","135","SD N SUKANEGARA 02","20200829","SD","Negeri","18 Mar 2022 08:47:57",13,178,6,8,1,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2625","136","SD N SUKASIRNA 01","20200764","SD","Negeri","16 Mar 2022 10:28:58",9,188,6,6,2,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2626","137","SD N SUKASIRNA 04","20200767","SD","Negeri","09 Mar 2022 15:58:41",7,122,6,5,1,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2627","138","SD N SUKASIRNA 05","20200768","SD","Negeri","15 Mar 2022 09:25:29",21,180,6,6,2,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2628","139","SD N WENINGGALIH 01","20200860","SD","Negeri","26 Jan 2022 12:02:43",4,73,6,2,1,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2629","140","SD N WENINGGALIH 02","20200861","SD","Negeri","08 Mar 2022 12:10:10",19,53,6,5,0,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2630","141","SD N WENINGGALIH 03","20200875","SD","Negeri","12 Mar 2022 14:11:40",8,97,6,6,2,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2631","142","SD NEGERI BALEKAMBANG 02","20201190","SD","Negeri","17 Mar 2022 23:35:50",6,127,6,6,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2632","143","SD NEGERI DAMPYAK","20201824","SD","Negeri","08 Mar 2022 20:13:59",7,167,6,6,1,5,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2633","144","SD NEGERI JONGGOL 02","20201491","SD","Negeri","09 Feb 2022 10:20:19",34,484,12,13,2,11,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2634","145","SD NEGERI SINGAJAYA 01","20200305","SD","Negeri","10 Feb 2022 09:58:43",4,236,6,7,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2635","146","SD NEGERI SINGAJAYA 02","20200319","SD","Negeri","20 Jan 2022 22:21:14",2,136,6,5,1,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2636","147","SD NEGERI SINGAJAYA 05","20200230","SD","Negeri","15 Mar 2022 23:15:18",2,167,6,6,1,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2637","148","SD NEGERI SINGASARI 02","20230582","SD","Negeri","28 Jan 2022 10:15:54",1,188,6,6,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2638","149","SD NEGERI SIRNAGALIH 03","20200219","SD","Negeri","18 Mar 2022 11:04:36",4,124,6,6,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2639","150","SD NEGERI SUKAMAJU 02","20200802","SD","Negeri","28 Feb 2022 23:42:39",14,164,7,8,1,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2640","151","SD NEGERI SUKAMAJU 07","20200808","SD","Negeri","28 Feb 2022 22:07:58",15,347,11,12,2,10,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2641","152","SD NEGERI SUKASIRNA 02","20200765","SD","Negeri","17 Mar 2022 08:13:23",7,336,11,10,2,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2642","153","SD NEGERI SUKASIRNA 03","20200766","SD","Negeri","30 Jan 2022 21:35:44",10,142,6,5,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2643","154","SDN CITRA INDAH SUKAMAJU","69799881","SD","Negeri","08 Mar 2022 22:16:06",7,1.248,33,27,2,18,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2644","155","SDN JONGGOL 05","20201494","SD","Negeri","12 Mar 2022 20:06:08",3,42,6,4,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2645","156","SDN SINGASARI 01","20200232","SD","Negeri","13 Feb 2022 23:24:27",6,380,12,12,2,12,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2646","157","SDN SIRNAGALIH 01","20200217","SD","Negeri","28 Dec 2021 09:58:12",0,0,0,7,2,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2647","158","SDN SIRNAGALIH 04","20200220","SD","Negeri","17 Mar 2022 14:37:23",7,105,6,4,2,6,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2648","159","SDN SUKAATI","20200256","SD","Negeri","10 Mar 2022 16:38:00",12,315,8,10,0,7,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2649","160","SDN SUKAMANAH 01","20200843","SD","Negeri","27 Feb 2022 20:53:20",18,95,6,5,1,6,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2650","161","SD PLUS HANG TUAH 2 JONGGOL","20230674","SD","Swasta","11 Mar 2022 19:41:23",5,295,12,12,5,10,3,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2651","162","SD CITRA BERKAT","20238545","SD","Swasta","17 Mar 2022 08:55:54",28,507,18,28,4,20,3,2,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2652","163","SD ISLAM CIKAL HARAPAN II","20230641","SD","Swasta","08 Mar 2022 15:42:00",15,507,20,24,4,20,3,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2653","164","SD ISLAM MADINATUNNAJAH JONGGOL","69974491","SD","Swasta","29 Jan 2022 13:31:52",7,73,6,6,1,9,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2654","165","SDS INTERNUSA JAYA MANDIRI","69861152","SD","Swasta","03 Feb 2022 09:23:07",2,76,6,6,2,8,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2655","166","SDS IT FATHUR RAHMAN","20237885","SD","Swasta","29 Dec 2021 09:43:58",0,0,0,7,1,6,1,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2656","167","SDS SAINT ENOCH","20253659","SD","Swasta","21 Jan 2022 03:36:51",2,121,6,8,2,6,2,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2657","168","SMP NEGERI 1 JONGGOL","20200655","SMP","Negeri","11 Mar 2022 08:24:01",15,1.164,33,35,8,34,2,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2658","169","SMP NEGERI 2 JONGGOL","20200878","SMP","Negeri","10 Mar 2022 08:54:56",23,969,24,26,11,24,2,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2659","170","SMP NEGERI SATU ATAP 01 JONGGOL","69876112","SMP","Negeri","01 Mar 2022 21:00:02",5,106,4,8,0,6,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2660","171","SMP AQL ISLAMIC SCHOOL","69985442","SMP","Swasta","08 Feb 2022 11:27:20",4,73,3,7,1,3,2,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2661","172","SMP BINA CITRA MANDIRI","69900206","SMP","Swasta","17 Mar 2022 22:19:34",35,48,3,8,5,9,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2662","173","SMP IDN","69985009","SMP","Swasta","18 Feb 2022 11:22:05",30,324,11,12,1,11,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2663","174","SMP ISLAM AL-HIJAZ","69985129","SMP","Swasta","03 Mar 2022 06:02:25",9,82,3,13,3,3,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2664","175","SMP ISLAM CIKAL HARAPAN II","20246491","SMP","Swasta","04 Mar 2022 15:09:48",9,158,6,11,6,10,3,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2665","176","SMP ISLAM DARUL MU ALLAMAH","69987460","SMP","Swasta","16 Feb 2022 08:45:49",5,125,3,3,2,5,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2666","177","SMP ISLAM DARUSSALAM KHOIRIAH","70025648","SMP","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2667","178","SMP MADINATULQURAN","69858828","SMP","Swasta","15 Mar 2022 09:36:27",29,380,13,18,3,16,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2668","179","SMP PASUNDAN JONGGOL","20231108","SMP","Swasta","13 Mar 2022 10:19:20",8,92,4,7,1,6,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2669","180","SMP PGRI 285 JONGGOL","20200713","SMP","Swasta","17 Mar 2022 12:17:46",6,536,16,18,3,16,3,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2670","181","SMP PLUS NURUL HIKMAH AL HAKIM","20231068","SMP","Swasta","18 Mar 2022 15:41:52",62,866,25,34,4,25,3,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2671","182","SMP SAINT ENOCH","20253022","SMP","Swasta","07 Mar 2022 17:55:13",15,61,3,5,2,3,2,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2672","183","SMP SETIA BANGSA","69892621","SMP","Swasta","11 Mar 2022 10:29:56",9,67,3,5,1,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2673","184","SMPS AL MADINAH MALATI","20269979","SMP","Swasta","18 Mar 2022 07:20:20",25,608,17,13,1,12,1,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2674","185","SMPS AR-RAHMAH","69760886","SMP","Swasta","11 Feb 2022 18:21:14",4,247,7,9,0,8,2,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2675","186","SMPS BHAKTI PRATAMA","69774796","SMP","Swasta","22 Sep 2021 14:50:07",0,0,0,4,3,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2676","187","SMPS CITRA BERKAT","20269466","SMP","Swasta","16 Mar 2022 13:16:46",16,200,8,8,2,8,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2677","188","SMPS HANGTUAH 6","20268728","SMP","Swasta","16 Feb 2022 08:53:13",6,122,5,10,2,7,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2678","189","SMPS ISLAM BINA TAQWA","20258106","SMP","Swasta","29 Dec 2021 12:35:45",0,0,0,8,2,3,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2679","190","SMPS MUTIARA KENCANA","20254613","SMP","Swasta","31 Jan 2022 10:07:54",4,66,3,3,3,3,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2680","191","SMPS PUTRA MELATI","20231146","SMP","Swasta","08 Mar 2022 20:00:54",10,188,6,4,2,6,2,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2681","192","SMAN 1 JONGGOL","20200680","SMA","Negeri","15 Mar 2022 17:29:49",33,1.579,42,51,15,36,3,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2682","193","SMAN 2 JONGGOL","69986555","SMA","Negeri","13 Mar 2022 06:08:15",25,742,21,20,4,18,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2683","194","SMA AQL ISLAMIC SCHOOL","70001504","SMA","Swasta","30 Jan 2022 14:09:10",3,76,4,8,2,3,2,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2684","195","SMA CITRA BERKAT","69953981","SMA","Swasta","12 Mar 2022 17:00:49",14,100,6,10,3,7,5,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2685","196","SMA ISLAM AL MADINAH MALATI","69861171","SMA","Swasta","10 Feb 2022 18:09:27",5,192,6,17,1,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2686","197","SMA ISLAM CIKAL HARAPAN 2","69908200","SMA","Swasta","17 Mar 2022 07:57:06",24,101,5,10,1,6,2,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2687","198","SMA PLUS PUTRA MELATI","69860526","SMA","Swasta","10 Mar 2022 21:11:08",13,208,7,10,5,5,2,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2688","199","SMAS BINA INSAN JONGGOL","20232353","SMA","Swasta","14 Mar 2022 15:15:19",19,238,8,5,1,9,4,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2689","200","SMAS ISLAM RIYADLUL JANNAH","20251938","SMA","Swasta","11 Mar 2022 15:02:37",16,316,10,10,4,13,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2690","201","SMAS NURUL HIKMAH","20231303","SMA","Swasta","16 Mar 2022 12:01:02",48,862,26,31,5,25,2,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2691","202","SMAS PGRI JONGGOL","20232391","SMA","Swasta","11 Mar 2022 07:40:00",16,316,11,9,3,8,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2692","203","SMAS SAINT ENOCH","20253093","SMA","Swasta","08 Mar 2022 09:47:19",13,45,3,5,1,5,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2693","204","SMK INSAN RELIGI","69896671","SMK","Swasta","14 Mar 2022 12:39:18",5,85,4,4,1,3,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2694","205","SMK MADINATULQURAN","69944176","SMK","Swasta","15 Mar 2022 09:20:38",27,405,9,15,3,9,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2695","206","SMKS IBNU SOBRI","20280620","SMK","Swasta","13 Aug 2021 16:51:28",0,0,0,6,1,3,0,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2696","207","SMKS NURUL HIKMAH","20232473","SMK","Swasta","15 Feb 2022 10:37:58",10,1.138,34,40,4,38,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2697","208","SMKS OTISTA JONGGOL","20200594","SMK","Swasta","25 Feb 2022 08:30:32",7,56,3,3,4,4,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2698","209","SMKS PUTRA NEGARA","20231436","SMK","Swasta","04 Mar 2022 09:48:30",16,213,8,13,3,14,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2699","210","PKBM ALIP AL MARWAH","P9984387","PKBM","Swasta","16 Mar 2022 19:06:09",7,140,2,2,0,2,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2700","211","PKBM Cipondok Jaya","P2960696","PKBM","Swasta","08 Mar 2022 13:29:20",16,128,4,1,1,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2701","212","PKBM Etika","P2960698","PKBM","Swasta","07 Mar 2022 05:22:54",4,222,3,0,2,5,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2702","213","PKBM ISLAMIC DEVLOPMENT NETWORK","P9998047","PKBM","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2703","214","PKBM Kartini","P2960614","PKBM","Swasta","03 Mar 2022 15:28:38",7,251,3,0,1,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2704","215","PKBM MIFTAHUL HUDA","P9997219","PKBM","Swasta","06 Mar 2022 16:13:39",8,159,2,2,1,3,0,0,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2705","216","PKBM Saluyu","P2960692","PKBM","Swasta","18 Mar 2022 10:44:34",6,236,1,14,0,3,1,1,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2706","Total","Total","Total","Total","Total","Total",1.784,31.305,1.121,1.279,349,1.163,73,79,"Data Peserta Didik Kec. Jonggol - Dapodikdasmen.html"
"2707","1","TK AISYIYAH BUSTANUL ATHFAL","69897219","TK","Swasta","30 Jan 2022 18:19:02",6,55,3,4,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2708","2","TK BANGKIT ALAM MANDIRI","69868679","TK","Swasta","27 Feb 2022 15:21:07",2,84,4,4,2,4,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2709","3","TK KASIH SAYANG IBU","69897266","TK","Swasta","06 Feb 2022 21:55:12",2,53,3,5,1,4,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2710","4","TK MUTIARA IBU","69868678","TK","Swasta","04 Mar 2022 16:07:29",7,72,4,4,2,4,0,1,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2711","5","TK NURUL HIDAYAH","69868675","TK","Swasta","10 Mar 2022 05:28:35",6,55,4,4,1,3,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
"2712","6","KB AL BUKHORI","69965145","KB","Swasta","09 Feb 2022 11:16:36",3,61,2,2,1,2,0,0,"Data Peserta Didik Kec. Jasinga - Dapodikdasmen.html"
